,figure001,figure002,figure003,figure004,figure005,figure006,figure007,figure008,figure009,figure010,figure011,figure012,figure013,figure014,figure015,figure016,figure017,figure018,figure019,figure020,figure021,figure022,figure023,figure024,figure025,figure026,figure027,figure028,figure029,figure030,figure031,figure032,figure033,figure034,figure035,figure036,figure037,figure038,figure039,figure040,figure041,figure042,figure043,figure044,figure045,figure046,figure047,figure048,figure049,figure050,figure051,figure052,figure053,figure054,figure055,figure056
s01,3.04522781869,2.0434186178,3.39067114973,3.96705998767,0.212433311944,2.70516060309,2.79892392352,2.88152595066,2.20493288649,1.40996553082,0.939655207503,2.08312084629,2.79391413987,3.87473104599,0.353969840685,0.66370944985,2.68445726388,1.62878176119,4.88938715664,7.2744853969,1.12566486375,1.23731859838,0.233179543166,1.48897691625,0.221529617386,0.498106128039,3.00590686446,3.77135485485,0.718113325968,5.75557269385,2.27051724016,4.8549657516,0.0147190603323,0.982727417032,1.02742024716,1.81350562891,1.82625604906,3.39071799229,0.472539782005,3.55904833143,2.06146350486,2.79391413987,1.43711466913,1.42376687604,1.60961784718,3.14043928463,4.38805006769,1.37535317978,0.769165956105,2.43905157422,3.7761890883,0.423134868241,0.411701587629,1.23208095606,2.37516594865,1.11307092288
s02,1.74046787474,1.02742024716,2.0736997258,0.918886580543,2.35885422435,2.92286776091,2.79596976209,0.679632151057,0.597201091867,0.922646203296,2.35753255378,4.77058402697,2.18661399135,1.34680474551,0.363433507603,0.84934504659,5.98338844681,3.51903147948,4.1599969398,3.31792853985,2.06146350486,2.45485572371,2.51244924164,2.0736997258,4.11809962628,2.30188885723,3.61449170404,3.97573064488,1.61432784509,1.95810839975,2.13314758983,0.0166756785591,1.46562574081,0.0991850450888,0.498106128039,0.190906300045,1.68183411567,1.25063883169,3.09258077903,3.08802131076,0.0931730873975,0.340458212249,0.0803786236981,0.231357778312,3.48586384362,3.77135485485,5.39662888663,2.43905157422,0.923833592791,3.12120706312,2.10867333243,0.022537532899,2.51561515752,1.29852032355,0.64057961549,2.08312084629
s03,2.19102438549,4.36809328273,2.12004189483,2.16171451923,3.832707331,2.96454758779,2.51561515752,0.221529617386,2.21020042836,0.537015929124,2.01901450663,0.449422112892,1.69492815859,5.02849985942,0.323647266744,4.34828646675,0.493650208409,2.03063081163,1.31232793746,2.37254261133,3.90417439144,1.20440261904,2.31571757387,3.49769651251,2.06146350486,4.58638605549,0.95602643088,1.78960827129,1.28876672038,4.56658184729,1.61432784509,0.0803786236981,0.405956286285,3.14549952247,2.03063081163,4.13506675336,0.629976026481,3.32823700438,4.48781285716,3.66971246981,0.970754533617,3.08802131076,2.68445726388,0.706319108961,4.27531085619,5.59896393579,1.26947353935,1.03594167497,3.59746095337,0.11939093235,0.866200882758,3.29798248105,1.87462023576,0.403047655966,2.53363294467,2.30534463533
s04,3.94481690629,0.00671695710208,1.36325517252,0.405956286285,1.26468678411,0.022537532899,5.30818521582,2.36062848665,1.86962625036,4.34229341987,1.67853194177,4.38805006769,6.75636644608,3.56943106122,5.47255345647,1.12302622333,2.51781875367,2.55253450524,1.0927439001,1.41936933592,0.883723142075,4.28318753639,4.36809328273,0.21796958126,6.88414377394,0.0803786236981,3.86408013187,0.780085008327,0.340458212249,4.15093388899,4.56658184729,3.49381528651,5.49514255025,2.39960883749,0.231357778312,4.59512848747,2.30593844563,0.674593376626,2.83920122526,4.28318753639,3.95268588101,2.72742853591,1.39951178255,4.39902825773,1.37943771041,1.97080448289,6.87126693997,4.78755390105,1.50576602619,2.1482522683,5.65881737692,2.16171451923,0.427070994004,4.15093388899,0.939655207503,0.939655207503
s05,0.746102986102,0.411701587629,3.94481690629,0.130001407315,2.73855817218,2.37254261133,0.756796549172,2.5036945419,3.32823700438,2.53750422663,2.94698094233,4.13257204134,1.90308149377,1.68183411567,4.30487082792,3.02136608911,2.76801146902,1.40190707526,3.53169748475,0.262890713074,2.96978425845,0.149396967141,4.36555556688,2.14577431135,2.01163578811,1.01403689828,1.80483265505,0.0190296938594,0.937060129084,0.206459187652,3.42372599732,1.12145554391,2.75749299082,0.808061650221,2.96386910643,3.8535750728,0.350228624144,1.73204351625,0.333133057409,0.631153666156,0.592522279913,1.85303825938,2.66628859872,3.54652499809,2.90240232753,2.70516060309,4.20376425424,2.06272858895,3.44625098376,1.07244732672,5.50180474659,4.67008640354,2.73422417442,2.1467437005,2.79596976209,3.94481690629
s06,2.01163578811,0.418618999493,3.86793672318,3.9699382397,0.21796958126,5.33047902838,2.59699546726,1.11139443478,2.84244676202,0.373549253683,2.38612356071,0.425299116777,2.93041542424,0.732127135841,1.01403689828,1.16586735703,2.53791550864,4.72112166999,2.56877873878,4.14570962245,2.10867333243,3.64309307325,3.63209563999,3.42372599732,1.36906163482,0.598833548636,1.04026958379,0.022537532899,2.70916650594,4.37331815988,3.88194200425,6.88414377394,3.52744897213,3.14549952247,3.53052048007,2.42394700645,0.362585675674,1.25198332063,0.425299116777,0.868462942759,1.88796092868,5.47255345647,1.37844838764,3.33849445891,0.277814993369,3.29798248105,0.580169628698,1.80863242628,4.5991698309,2.64604517433,3.1476127143,0.982727417032,0.14159680633,2.99462486864,1.58305788883,0.440706643628
s07,0.179039122388,1.51121847237,0.415837058269,0.822082837154,0.457690408751,3.53169748475,0.363433507603,1.99217999126,1.58411899007,0.992677919752,1.8545398428,2.12229136779,3.54018410361,2.24222866325,1.09763731412,1.46562574081,3.00478901979,0.883723142075,2.4149091057,2.06847337539,2.07502176966,1.46548496298,1.40190707526,0.126032006287,1.46548496298,2.8131392227,2.80555517633,4.90596482334,2.68445726388,1.7411811563,2.97683207195,0.52582809589,2.0736997258,2.14577431135,2.75952108652,1.23208095606,0.715423567583,6.88414377394,1.22266758687,1.28517758009,3.17639290787,0.992677919752,0.490659155532,2.30371957056,1.71497234593,1.12066520814,1.90995804633,5.19574881724,1.63422599337,1.36325517252,3.15830482686,3.39071799229,4.13257204134,5.19574881724,1.78777354628,0.923833592791
s08,3.98619531694,1.60146058555,5.33047902838,0.483751406106,2.30188885723,1.42623467937,2.97683207195,0.831657119505,1.20440261904,1.5170070343,0.888022741634,3.77892038559,2.74778434632,6.09636712507,0.911845566921,4.02803567498,1.86247015154,0.245215540559,0.498106128039,1.22082456588,4.1401638697,3.54260761018,7.73888569272,2.0124509145,1.68183411567,2.691531205,1.5189887901,0.656810851312,0.780085008327,2.85383803248,1.38171701804,0.0288767602631,0.0172008064955,1.26947353935,4.20376425424,1.04581676585,2.90240232753,0.0375036813059,4.37331815988,1.9164665135,0.504539286099,0.245215540559,1.25390215009,2.58335786533,2.53750422663,0.363433507603,2.60843079845,0.149396967141,4.84982295176,3.54851030003,2.98211458043,2.56877873878,3.09663298036,3.27518639247,0.629976026481,0.953603641639
s09,3.04520847354,1.43711466913,6.87126693997,0.909734668597,1.0501079913,1.08956114491,2.47641815405,0.116984859005,3.60295897047,1.10273733621,0.900770875228,2.51244924164,0.022537532899,1.82982052025,3.02136608911,2.691531205,1.67273175801,3.40662388479,2.27539047601,2.12050052693,0.0310763610745,2.60843079845,0.457690408751,2.98978166319,1.71497234593,3.66788568174,3.8735719515,2.25552473266,2.93041542424,1.48479060366,3.63623506603,0.582884990965,1.99217999126,2.31571757387,2.10480064094,2.8641384774,3.48586384362,2.59699546726,0.902936417449,1.30268107974,2.53363294467,1.22082456588,4.70418059647,1.16586735703,1.07244732672,3.36400112452,3.09854644215,1.57583928993,4.45920655691,0.885518566122,0.490659155532,0.0193482406337,2.12050052693,3.14549952247,0.696745867827,0.11939093235
s10,3.04046902703,1.80957930763,3.29904636853,0.618399431397,2.39008509648,2.1482522683,0.259256090524,0.627666493747,1.65727196925,1.23581990878,0.498106128039,2.78755937079,0.674593376626,0.147872291037,0.629976026481,2.73855817218,5.30818521582,0.178581062477,4.20376425424,0.96552818416,3.15830482686,0.885518566122,4.34229341987,1.01753416711,0.504539286099,0.418618999493,5.72596335956,2.12057558606,2.8100820027,5.1217014274,0.780085008327,3.32823700438,1.56749333003,3.27173937039,3.99000684939,1.72736929858,1.2165457235,3.40662388479,1.82293106285,3.09854644215,3.45771831216,1.21824296958,0.405956286285,2.72742853591,1.23776237659,4.56658184729,2.78564364662,2.263490639,2.28871220408,2.49583579807,0.551083638104,2.75828458591,1.8292904506,6.09636712507,0.598833548636,1.97886794368
sample_mean,2.39301876993,1.46353427266,3.26770509675,1.4387525364,1.68249817586,2.45138807017,2.28484258995,1.3326893646,2.11013969723,1.49712167625,1.64692783004,2.74502685778,2.52504190134,2.65497165633,1.74933367943,2.20953514256,2.88334177956,2.05681509327,2.69471021215,2.51682528719,2.24580503203,2.14742964556,3.13678674449,1.89936417956,2.20327646561,1.86708052203,2.82096866476,2.02972219995,1.68129324379,3.22124853972,2.66651116883,2.09172615097,1.93169594542,1.95832867897,2.33399973827,2.38815347469,1.54770543989,2.45534808492,1.99724200447,2.37024578728,1.92308436663,1.99523749104,1.6500897514,2.24258648069,2.04931338542,2.98993873298,3.31119322501,2.26937370586,2.80736150492,1.98395141758,2.82414603422,2.02953127796,1.92838249549,2.9938753251,1.45813903565,1.48024112724
sample_std,1.20176219419,1.15867094417,1.80494919757,1.36443466988,1.16021619437,1.37510706372,1.43045851058,0.959056504009,0.889748196287,1.10353572445,0.766600975675,1.46045824778,1.73487752149,1.82464502487,1.75588327504,1.26946035442,1.55013122974,1.41784805976,1.39691755799,1.91520342947,1.25668389485,1.29688974335,2.13509090927,1.14407567934,1.84925730655,1.47992889175,1.43790648698,1.63487167523,0.956425980563,1.73382164647,1.15996792239,2.28854401665,1.61146461594,1.05390873645,1.33757871095,1.37952421504,1.03659088452,1.86052982625,1.52151825085,1.24938428819,1.2836078441,1.499651439,1.30862862946,1.27048782947,1.16145475186,1.47218672818,1.82716544633,1.49948762393,1.48944849277,1.02834545034,1.76947095777,1.51719603871,1.22531477637,1.71238959121,0.82782175146,1.06365177122
