,figure001,figure002,figure003,figure004,figure005,figure006,figure007,figure008,figure009,figure010,figure011,figure012,figure013,figure014,figure015,figure016,figure017,figure018,figure019,figure020,figure021,figure022,figure023,figure024,figure025,figure026,figure027,figure028,figure029,figure030,figure031,figure032,figure033,figure034,figure035,figure036,figure037,figure038,figure039,figure040,figure041,figure042,figure043,figure044,figure045,figure046,figure047,figure048,figure049,figure050,figure051,figure052,figure053,figure054,figure055,figure056
s01,0.493650208409,1.3057158505,1.0927439001,4.28318753639,0.0852950888914,1.23731859838,2.78564364662,5.39662888663,3.00590686446,1.88226846028,1.23753974291,0.11939093235,2.12229136779,2.94698094233,3.43797551134,1.20303144786,1.37943771041,2.76057279333,2.70916650594,0.172429742092,1.97789107355,0.733298349319,4.05131588791,0.379494276668,0.943260895098,1.36820181032,4.14570962245,0.130001407315,0.888022741634,2.07382594347,4.21192070886,0.423134868241,3.26299867659,1.01403689828,1.30605179688,1.16435492694,0.922646203296,3.02136608911,1.99098672257,2.43395358928,0.52582809589,1.37943771041,1.62878176119,2.33030895245,0.0931730873975,2.91567356767,1.72736929858,5.20745169693,0.363433507603,2.1467437005,0.492212528886,1.65825468676,1.07718345801,0.550246330226,0.0635587674855,4.21294477664
s02,1.43254752928,4.34229341987,1.57583928993,1.97080448289,1.23731859838,1.7411811563,1.62878176119,1.01953079507,0.378969321506,1.89508004186,0.743861178375,1.41300632994,2.37641499158,5.30818521582,1.89508004186,2.30593844563,0.561166770347,2.38918692862,1.76136470692,1.4668428841,1.85530700522,0.198921396149,2.98211458043,1.77599693267,5.59896393579,0.0204487697054,1.96624920206,6.15742432927,3.53052048007,1.66078173958,2.01163578811,3.87473104599,2.96965936576,2.12229136779,1.43254752928,2.73522808843,3.46634247557,2.75749299082,4.27531085619,4.65595044692,3.66788568174,3.832707331,3.74101597606,3.02572279237,0.0651990989424,0.159271622967,2.3656884939,1.6342388883,1.40190707526,0.362585675674,1.40996553082,1.36325517252,0.503850747139,3.69620395407,3.32377017165,2.45485572371
s03,4.13257204134,1.69626354374,2.11047958694,0.889628172397,1.29884526035,0.69551803361,0.69551803361,3.98851674884,3.04520847354,1.99217999126,2.20493572396,2.33182445413,0.0934908732882,5.68100837849,2.10867333243,1.04198194694,4.70418059647,0.922646203296,5.33047902838,5.50226866614,0.733903674157,0.14644229148,1.8292904506,0.133166245712,0.300208793617,3.85667184983,4.88938715664,2.75952108652,3.29798248105,3.53169748475,0.0934908732882,1.59868354634,3.74101597606,1.43016759881,0.219034721936,3.27518639247,1.96383722971,2.30593844563,3.20116335818,2.06146350486,2.8641384774,2.75828458591,0.487441173687,5.19574881724,4.1599969398,1.72947843742,1.60961784718,0.498106128039,5.50226866614,5.13312727834,1.89508004186,3.9699382397,1.08310448151,1.42537561392,3.53169748475,4.23202654039
s04,0.262890713074,3.27700262121,3.45771831216,4.04418686254,1.60997321525,2.10480064094,1.03044525924,1.4886490647,1.33974166601,4.23363555653,1.02742024716,4.15093388899,3.39067114973,4.04548649397,2.08312084629,1.46548496298,0.423134868241,0.733903674157,2.93991903294,4.8549657516,0.943260895098,1.12145554391,1.72323135076,1.68183411567,3.02572279237,4.30487082792,3.99156795132,4.38805006769,2.30953968199,2.37254261133,0.047766351052,3.31256560713,1.42376687604,1.06847237385,0.342140037968,1.51121847237,4.91402620129,1.7915734776,0.761712670625,1.5189887901,2.11047958694,0.147533877761,0.70777594401,0.022537532899,2.38918692862,0.487441173687,1.80483265505,5.5978168995,3.26299867659,2.53363294467,0.300208793617,2.38612356071,0.831657119505,2.74778434632,0.411701587629,5.69139267589
s05,0.403047655966,3.87776416964,1.84039735998,4.59777071267,2.10480064094,2.59699546726,2.1467437005,0.952022164479,1.78631144074,1.23731859838,3.48046575335,1.8226987734,1.04026958379,0.743861178375,0.868462942759,1.47871593868,0.733903674157,3.98619531694,2.0124509145,2.75952108652,3.63209563999,0.361225987504,0.765211849734,0.327146929856,3.29798248105,4.28318753639,4.29127508549,2.25002918705,0.992049098179,1.31232793746,1.90995804633,3.74101597606,5.1217014274,1.22082456588,4.5991698309,1.80483265505,1.25063883169,4.05837244202,0.883723142075,2.26573847045,3.63092983682,2.78470094285,2.93991903294,4.78755390105,2.77932827582,0.000413659438459,5.30329404908,2.45465245992,4.77058402697,1.97886794368,2.37516594865,1.38325203392,4.97290768793,1.25390215009,1.66374059417,1.88796092868
s06,2.98978166319,3.68156699582,0.911845566921,0.84934504659,0.453367237935,0.551083638104,0.249719549986,1.48897691625,2.54530161101,2.45485572371,2.51244924164,0.494852589703,1.55085773169,2.3237430384,3.60694336253,1.46939167664,4.9406450647,4.36809328273,2.76049901365,1.36906163482,0.307267342292,0.511176644307,1.37535317978,0.198921396149,2.5036945419,3.36476377333,2.93991903294,0.321528134129,0.492212528886,2.37641499158,0.886315784304,2.95701547042,2.98978166319,0.977346968662,2.24222866325,4.92048030609,1.65727196925,2.47069495411,3.832707331,1.26947353935,1.41300632994,0.16042808114,1.4668428841,4.91402620129,2.60843079845,2.12050052693,2.88152595066,2.8641384774,1.97430384326,3.54851030003,0.697300942603,4.72112166999,0.0124262123401,0.126032006287,0.483751406106,0.989687522557
s07,3.00410400018,1.78960827129,4.74947096937,4.65480925819,2.39008509648,2.4855967574,3.74101597606,0.0204487697054,2.76801146902,0.922646203296,3.96705998767,0.970754533617,0.977346968662,1.9164665135,0.413592390987,2.10250834036,1.75527388883,0.733298349319,2.08829901023,0.149396967141,2.30188885723,2.61323063555,3.96705998767,4.45920655691,1.96383722971,0.231357778312,1.16435492694,1.25240347416,1.05668896517,2.30534463533,3.98619531694,0.0931730873975,1.31413842283,5.13312727834,3.95268588101,3.66857074916,0.0934908732882,3.32377017165,1.7411811563,0.918886580543,3.27092221386,0.537015929124,0.629976026481,1.55570274808,0.321528134129,1.43016759881,4.65480925819,0.116984859005,0.746936172047,1.42537561392,3.4374832521,0.977346968662,0.413592390987,1.56543367529,0.939655207503,1.14653033242
s08,3.11150643516,3.94945097174,1.81350562891,1.50576602619,0.674593376626,5.05170263074,2.66628859872,2.07472267314,3.54018410361,2.56005896138,0.592522279913,3.54018410361,1.80343031078,0.580169628698,4.97290768793,4.4649478051,1.04814483073,2.07502176966,1.01753416711,0.307267342292,1.20392123075,1.63422599337,4.39902825773,4.04548649397,0.868462942759,1.86247015154,2.36062848665,3.54018410361,0.000413659438459,3.97362172888,3.04596897642,3.31256560713,4.84358945244,0.0931730873975,4.13470600562,3.98619531694,1.75527388883,0.047766351052,6.9458921153,2.8100820027,3.66857074916,1.07485730928,5.39662888663,0.900770875228,3.63623506603,2.33182445413,2.79892392352,0.709787699868,5.03487467143,0.308639940737,3.41462011202,1.01403689828,1.46548496298,3.22668010052,0.323647266744,1.1237687763
s09,5.86641574533,4.15968209803,0.141032703693,1.63422599337,4.36809328273,0.0931730873975,2.45701104089,0.0204487697054,0.000413659438459,1.43711466913,4.91402620129,1.62878176119,1.66100386423,2.76149490044,5.98338844681,4.21192070886,2.98211458043,1.52844377759,1.54006187779,1.02742024716,0.954135382616,2.38918692862,1.77599693267,3.39067114973,0.888022741634,1.12566486375,2.41243036424,1.14653033242,0.909734668597,6.09636712507,0.362585675674,1.37844838764,1.96383722971,2.64245082933,1.8292904506,6.52536733525,0.679632151057,2.30953968199,2.30371957056,0.551083638104,1.23731859838,3.96705998767,3.00590686446,0.808736343641,5.20745169693,2.76049901365,0.537015929124,0.219034721936,2.92286776091,2.73422417442,0.889628172397,1.35449343222,3.47004437241,0.596385957138,0.388283690107,2.8045745154
s10,1.03044525924,2.76801146902,2.19102438549,0.743861178375,3.49381528651,1.22254293054,6.88414377394,1.85530700522,2.12050052693,0.855936783143,0.737346900603,2.01395173245,1.74928531618,1.82081307849,1.15067686851,1.17381406178,0.992677919752,2.3282426224,1.07244732672,3.85044239849,1.88796092868,2.25957908936,1.06847237385,1.97080448289,1.96624920206,1.58254234111,1.59868354634,0.592522279913,1.88226846028,3.76498755006,1.28876672038,2.84244676202,3.76498755006,3.86408013187,4.63384006937,0.761712670625,4.65595044692,1.23731859838,1.76136470692,2.75749299082,0.909734668597,3.66971246981,1.8292904506,0.709787699868,1.98852889086,0.340458212249,2.90517985797,2.94698094233,1.15067686851,1.80343031078,4.84982295176,2.75952108652,0.0172008064955,2.76057279333,1.80863242628,1.59916944213
sample_mean,2.27269612512,3.08473594109,1.98840577035,2.51735852696,1.77161870841,1.77799129407,2.42853113408,1.83052517937,2.05305491363,1.9471094989,2.14176272569,1.84863790994,1.67650621577,2.81282093685,2.65208214315,2.09177353348,1.95206799041,2.1825604718,2.32322215842,2.14596167203,1.57976320296,1.19687428596,2.39370748511,1.83627285802,2.1356405556,2.20001797022,2.97602053751,2.25381944021,1.53594327653,2.94679117475,1.78446042414,2.35337803584,3.13954766401,1.95659711002,2.46916949868,3.03531469133,2.13591102709,2.33238332024,2.76977616297,2.12431135531,2.32988142387,2.03117382249,2.18335790002,2.42508958641,2.3249058917,1.4275728267,2.65882572633,2.22491927732,2.71308512687,2.19751378828,1.97614882747,2.15873437493,1.38474522393,1.79486169272,1.29384386024,2.61429112341
sample_std,1.7628294149,1.066639482,1.24237690148,1.58193549343,1.28534865371,1.3458577775,1.79399473736,1.60156289198,1.11614219121,0.942058291566,1.46070930908,1.19395086417,0.840473127712,1.65183213766,1.72196501498,1.18587405064,1.59458519505,1.21051446711,1.18802875753,1.88316266149,0.912988308936,0.907562123355,1.27222642691,1.5557409888,1.49279723492,1.54397694644,1.21189305016,1.86913718485,1.1218815357,1.34683603516,1.46111430992,1.30530144742,1.23735527706,1.45442909055,1.63319530009,1.72318908911,1.57448742295,1.06530605103,1.77512351173,1.1146965545,1.17473297785,1.46267147448,1.49710266111,1.85010364699,1.67035355031,1.05314512349,1.3562018615,1.88010799173,1.7844516405,1.36311190328,1.44138378747,1.22867369777,1.52295565425,1.17294775149,1.19854983093,1.52565677034
